,word,type,cefr,phon_br,phon_n_am,definition,example,uk,us
1264,crowd,noun,a2,/kraʊd/,/kraʊd/,"a large number of people gathered together in a public place, for example in the streets or at a sports game",He pushed his way through the crowd.,crowd_uk.mp3,crowd_us.mp3
1265,crowded,adjective,a2,/ˈkraʊdɪd/,/ˈkraʊdɪd/,having a lot of people or too many people,We made our way through the crowded streets.,crowded_uk.mp3,crowded_us.mp3
1266,crown,noun,c1,/kraʊn/,/kraʊn/,"an object in the shape of a circle, usually made of gold and precious stones, that a king or queen wears on his or her head on official occasions",The crown was placed upon the new monarch's head.,crown_uk.mp3,crown_us.mp3
1267,crucial,adjective,b2,/ˈkruːʃl/,/ˈkruːʃl/,"extremely important, because it will affect other things",The next few weeks are going to be crucial.,crucial_uk.mp3,crucial_us.mp3
1268,crude,adjective,c1,/kruːd/,/kruːd/,"in its natural state, before it has been processed or refined",crude oil/metal,crude_uk.mp3,crude_us.mp3
1269,cruel,adjective,b1,/ˈkruːəl/,/ˈkruːəl/,having a desire to cause physical or mental pain and make somebody suffer,He was known to be a cruel dictator.,cruel_uk.mp3,cruel_us.mp3
1270,cruise,noun,b2,/kruːz/,/kruːz/,"a journey by sea, visiting different places, especially as a holiday",I'd love to go on a round-the-world cruise.,cruise_uk.mp3,cruise_us.mp3
1271,cruise,verb,b2,/kruːz/,/kruːz/,"to travel in a ship or boat visiting different places, especially as a holiday","(+ adv./prep.), They cruised down the Nile.",cruise_uk.mp3,cruise_us.mp3
1272,crush,verb,c1,/krʌʃ/,/krʌʃ/,"to press something so hard that it is damaged or injured, or loses its shape",The car was completely crushed under the truck.,crush_uk.mp3,crush_us.mp3
1273,cry,noun,b2,/kraɪ/,/kraɪ/,a loud sound without words that expresses a strong feeling,"cry of something, to give a cry of anguish/despair/pain/joy/alarm, etc.",cry_uk.mp3,cry_us.mp3
1274,cry,verb,a2,/kraɪ/,/kraɪ/,to produce tears from your eyes because you are unhappy or hurt,It's all right. Don't cry.,cry_uk.mp3,cry_us.mp3
1275,crystal,noun,c1,/ˈkrɪstl/,/ˈkrɪstl/,"a small piece of a substance with many even sides, that is formed naturally when the substance becomes solid",ice/salt crystals,crystal_uk.mp3,crystal_us.mp3
1276,cue,noun,b2,/kjuː/,/kjuː/,an action or event that is a signal for somebody to do something,"cue (for something), Jon's arrival was a cue for more champagne.",cue_uk.mp3,cue_us.mp3
1277,cult,adjective,c1,/kʌlt/,/kʌlt/,very popular with a particular group of people,a cult movie/book,cult_uk.mp3,cult_us.mp3
1278,cult,noun,c1,/kʌlt/,/kʌlt/,"a way of life, an attitude, an idea, etc. that has become very popular",the cult of physical fitness,cult_uk.mp3,cult_us.mp3
1279,cultivate,verb,c1,/ˈkʌltɪveɪt/,/ˈkʌltɪveɪt/,to prepare and use land for growing plants or crops,The land around here has never been cultivated.,cultivate_uk.mp3,cultivate_us.mp3
1280,cultural,adjective,b1,/ˈkʌltʃərəl/,/ˈkʌltʃərəl/,"connected with the culture of a particular society or group, its customs, beliefs, etc.",Teachers need to be aware of cultural differences.,cultural_uk.mp3,cultural_us.mp3
1281,culture,noun,a1,/ˈkʌltʃə(r)/,/ˈkʌltʃər/,"the customs and beliefs, art, way of life and social organization of a particular country or group",African/American/European/Islamic culture,culture_uk.mp3,culture_us.mp3
1282,cup,noun,a1,/kʌp/,/kʌp/,"a small container that is like a bowl in shape, usually with a handle, used for drinking tea, coffee, etc.",He filled the cup with water.,cup_uk.mp3,cup_us.mp3
1283,cupboard,noun,a2,/ˈkʌbəd/,/ˈkʌbərd/,"a piece of furniture with doors and shelves used for storing dishes, food, clothes, etc.",kitchen cupboards,cupboard_uk.mp3,cupboard_us.mp3
1284,cure,noun,b2,/kjʊə(r)/,/kjʊr/,a medicine or medical treatment that cures an illness,"cure for something, the search for a cure for cancer",cure_uk.mp3,cure_us.mp3
1285,cure,verb,b2,/kjʊə(r)/,/kjʊr/,to make a person or an animal healthy again after an illness,"cure somebody, Will you be able to cure him, Doctor?",cure_uk.mp3,cure_us.mp3
1286,curiosity,noun,c1,/ˌkjʊəriˈɒsəti/,/ˌkjʊriˈɑːsəti/,a strong desire to know about something,Children show curiosity about everything.,curiosity_uk.mp3,curiosity_us.mp3
1287,curious,adjective,b2,/ˈkjʊəriəs/,/ˈkjʊriəs/,having a strong desire to know about something,"He is such a curious boy, always asking questions.",curious_uk.mp3,curious_us.mp3
1288,curly,adjective,a2,/ˈkɜːli/,/ˈkɜːrli/,having a lot of curls or a curved shape,long curly hair,curly_uk.mp3,curly_us.mp3
1289,currency,noun,b1,/ˈkʌrənsi/,/ˈkɜːrənsi/,the system of money that a country uses,trading in foreign currencies,currency_uk.mp3,currency_us.mp3
1290,current,adjective,b1,/ˈkʌrənt/,/ˈkɜːrənt/,happening now; of the present time,The necklace would be worth over $5 000 at current prices.,current_uk.mp3,current_us.mp3
1291,current,noun,b2,/ˈkʌrənt/,/ˈkɜːrənt/,the movement of water in the sea or a river; the movement of air in a particular direction,"with the current, It's easier to go with the current.",current_uk.mp3,current_us.mp3
1292,currently,adverb,b1,/ˈkʌrəntli/,/ˈkɜːrəntli/,at the present time,The hourly charge is currently £35.,currently_uk.mp3,currently_us.mp3
1293,curriculum,noun,b2,/kəˈrɪkjələm/,/kəˈrɪkjələm/,"the subjects that are included in a course of study or taught in a school, college, etc.",The school curriculum should be as broad as possible.,curriculum_uk.mp3,curriculum_us.mp3
1294,curtain,noun,b1,/ˈkɜːtn/,/ˈkɜːrtn/,a piece of cloth that is hung to cover a window,to draw/pull/close the curtains (= to pull them across the window so they cover it),curtain_uk.mp3,curtain_us.mp3
1295,curve,noun,b2,/kɜːv/,/kɜːrv/,a line or surface that bends gradually; a smooth bend,"curve of something, He admired the delicate curve of her ear.",curve_uk.mp3,curve_us.mp3
1296,curve,verb,b2,/kɜːv/,/kɜːrv/,to move or make something move in the shape of a curve; to be in the shape of a curve,a curving staircase,curve_uk.mp3,curve_us.mp3
1297,curved,adjective,b2,/kɜːvd/,/kɜːrvd/,having a round shape,a curved edge/surface,curved_uk.mp3,curved_us.mp3
1298,custody,noun,c1,/ˈkʌstədi/,/ˈkʌstədi/,the legal right or duty to take care of or keep somebody/something; the act of taking care of something/somebody,Who will have custody of the children?,custody_uk.mp3,custody_us.mp3
1299,custom,noun,b1,/ˈkʌstəm/,/ˈkʌstəm/,an accepted way of behaving or of doing things in a society or a community,It's a local custom.,custom_uk.mp3,custom_us.mp3
1300,customer,noun,a1,/ˈkʌstəmə(r)/,/ˈkʌstəmər/,a person or an organization that buys goods or services from a shop or business,marketing strategies to target potential customers,customer_uk.mp3,customer_us.mp3
1301,cut,noun,b1,/kʌt/,/kʌt/,a wound caused by something sharp,cuts and bruises on the face,cut_uk.mp3,cut_us.mp3
1302,cut,verb,a1,/kʌt/,/kʌt/,"to make an opening or a wound in something, especially with a sharp tool such as a knife or scissors","cut something, She cut her finger on a piece of glass.",cut_uk.mp3,cut_us.mp3
1303,cute,adjective,b2,/kjuːt/,/kjuːt/,pretty and attractive,a cute little baby,cute_uk.mp3,cute_us.mp3
1304,cutting,noun,c1,/ˈkʌtɪŋ/,/ˈkʌtɪŋ/,an article or a story that you cut from a newspaper or magazine and keep,newspaper/press cuttings,cutting_uk.mp3,cutting_us.mp3
1305,cycle,noun,a2,/ˈsaɪkl/,/ˈsaɪkl/,a bicycle or motorcycle,He was riding his cycle home when he was hit by a lorry.,cycle_uk.mp3,cycle_us.mp3
1306,cycle,verb,a2,/ˈsaɪkl/,/ˈsaɪkl/,to ride a bicycle; to travel by bicycle,measures to encourage more people to cycle,cycle_uk.mp3,cycle_us.mp3
1307,cynical,adjective,c1,/ˈsɪnɪkl/,/ˈsɪnɪkl/,believing that people only do things to help themselves rather than for good or honest reasons,a cynical view/smile,cynical_uk.mp3,cynical_us.mp3
1308,dad,noun,a1,/dæd/,/dæd/,father,That's my dad over there.,dad_uk.mp3,dad_us.mp3
1309,daily,adjective,a2,/ˈdeɪli/,/ˈdeɪli/,"happening, done or produced every day",Many people still read a daily newspaper.,daily_uk.mp3,daily_us.mp3
1310,daily,adverb,b1,/ˈdeɪli/,/ˈdeɪli/,every day,The machines are inspected twice daily.,daily_uk.mp3,daily_us.mp3
1311,dairy,adjective,b2,/ˈdeəri/,/ˈderi/,made from milk,dairy products/produce,dairy_uk.mp3,dairy_us.mp3
1312,dairy,noun,b2,/ˈdeəri/,/ˈderi/,"milk, cheese and other milk products",The doctor told me to eat less red meat and dairy.,dairy_uk.mp3,dairy_us.mp3
1313,dam,noun,c1,/dæm/,/dæm/,"a barrier that is built across a river in order to stop the water from flowing, used especially to make a reservoir (= a lake for storing water) or to produce electricity",the Narmada dam in India,dam_uk.mp3,dam_us.mp3
1314,damage,noun,b1,/ˈdæmɪdʒ/,/ˈdæmɪdʒ/,"physical harm caused to something which makes it less attractive, useful or valuable",serious/severe damage,damage_uk.mp3,damage_us.mp3
1315,damage,verb,b1,/ˈdæmɪdʒ/,/ˈdæmɪdʒ/,to have a bad or harmful effect on something/somebody,The church was badly damaged by the 1997 earthquake.,damage_uk.mp3,damage_us.mp3
1316,damaging,adjective,c1,/ˈdæmɪdʒɪŋ/,/ˈdæmɪdʒɪŋ/,causing damage; having a bad effect on somebody/something,damaging consequences/effects,damaging_uk.mp3,damaging_us.mp3
1317,dance,noun,a1,/dɑːns/,/dæns/,a series of movements and steps that are usually performed to music; a particular example of these movements and steps,Do you know any other Latin American dances?,dance_uk.mp3,dance_us.mp3
1318,dance,verb,a1,/dɑːns/,/dæns/,to move your body to the sound and rhythm of music,Do you want to dance?,dance_uk.mp3,dance_us.mp3
1319,dancer,noun,a1,/ˈdɑːnsə(r)/,/ˈdænsər/,a person who dances or whose job is dancing,She's a fantastic dancer.,dancer_uk.mp3,dancer_us.mp3
1320,dancing,noun,a1,/ˈdɑːnsɪŋ/,/ˈdænsɪŋ/,moving your body to music,There was music and dancing till two in the morning.,dancing_uk.mp3,dancing_us.mp3
1321,danger,noun,a2,/ˈdeɪndʒə(r)/,/ˈdeɪndʒər/,"the possibility of something happening that will injure, harm or kill somebody, or damage or destroy something",Danger! Keep Out!,danger_uk.mp3,danger_us.mp3
1322,dangerous,adjective,a1,/ˈdeɪndʒərəs/,/ˈdeɪndʒərəs/,"likely to injure or harm somebody, or to damage or destroy something",The situation is extremely dangerous.,dangerous_uk.mp3,dangerous_us.mp3
1323,dare,verb,b2,/deə(r)/,/der/,to be brave enough to do something,She said it as loudly as she dared.,dare_uk.mp3,dare_us.mp3
1324,dark,adjective,a1,/dɑːk/,/dɑːrk/,"with no or very little light, especially because it is night",a dark room/street/forest/night,dark_uk.mp3,dark_us.mp3
1325,dark,noun,a2,/dɑːk/,/dɑːrk/,"the lack of light in a place, especially because it is night",Are the children afraid of the dark?,dark_uk.mp3,dark_us.mp3
1326,darkness,noun,b2,/ˈdɑːknəs/,/ˈdɑːrknəs/,"the state of being dark, without any light",After a few minutes our eyes got used to the darkness.,darkness_uk.mp3,darkness_us.mp3
1327,data,noun,a2,/ˈdeɪtə/,/ˈdeɪtə/,"facts or information, especially when examined and used to find out things or to make decisions",We collected publicly available data over a 10-day period.,data_uk.mp3,data_us.mp3
1328,database,noun,b2,/ˈdeɪtəbeɪs/,/ˈdeɪtəbeɪs/,an organized set of data that is stored in a computer and can be looked at and used in various ways,The database is updated monthly.,database_uk.mp3,database_us.mp3
1329,date,noun,a1,/deɪt/,/deɪt/,"a particular day of the month, sometimes in a particular year, given in numbers and words",‘What's the date today?’ ‘The 10th.’,date_uk.mp3,date_us.mp3
1330,date,verb,b2,/deɪt/,/deɪt/,to write or print the date on something,Thank you for your letter dated 24th March.,date_uk.mp3,date_us.mp3
1331,daughter,noun,a1,/ˈdɔːtə(r)/,/ˈdɔːtər/,a person’s female child,We have two sons and a daughter.,daughter_uk.mp3,daughter_us.mp3
1332,dawn,noun,c1,/dɔːn/,/dɔːn/,the time of day when light first appears,"at dawn, They start work at dawn.",dawn_uk.mp3,dawn_us.mp3
1333,day,noun,a1,/deɪ/,/deɪ/,a period of 24 hours,‘What day is it today?’ ‘Monday.’,day_uk.mp3,day_us.mp3
1334,dead,adjective,a2,/ded/,/ded/,no longer alive,My mother's dead; she died in 2017.,dead_uk.mp3,dead_us.mp3
1335,deadline,noun,b2,/ˈdedlaɪn/,/ˈdedlaɪn/,a point in time by which something must be done,I prefer to work to a deadline.,deadline_uk.mp3,deadline_us.mp3
1336,deadly,adjective,b2,/ˈdedli/,/ˈdedli/,causing or likely to cause death,a deadly weapon/disease,deadly_uk.mp3,deadly_us.mp3
1337,deal,noun,b1,/diːl/,/diːl/,"an agreement, especially in business, on particular conditions for buying or doing something",to sign/strike/finalize/close a deal ,deal_uk.mp3,deal_us.mp3
1338,deal,verb,a2,/diːl/,/diːl/,to give cards to each player in a game of cards,Whose turn is it to deal?,deal_uk.mp3,deal_us.mp3
1339,dealer,noun,b2,/ˈdiːlə(r)/,/ˈdiːlər/,a person whose business is buying and selling a particular product,an art/antique dealer,dealer_uk.mp3,dealer_us.mp3
1340,dear,adjective,a1,/dɪə(r)/,/dɪr/,used at the beginning of a letter before the name or title of the person that you are writing to,Dear Sir or Madam,dear_uk.mp3,dear_us.mp3
1341,dear,exclamation,a2,/dɪə(r)/,/dɪr/,"used in expressions that show that you are surprised, upset, annoyed or worried",Oh dear! I think I've lost my purse!,dear_uk.mp3,dear_us.mp3
1342,death,noun,a2,/deθ/,/deθ/,the fact of somebody dying or being killed,the anniversary of his wife’s death,death_uk.mp3,death_us.mp3
1343,debate,noun,b2,/dɪˈbeɪt/,/dɪˈbeɪt/,a formal discussion of an issue at a public meeting or in a parliament. In a debate two or more speakers express opposite views and then there is often a vote on the issue.,the first ever televised presidential debate,debate_uk.mp3,debate_us.mp3
1344,debate,verb,b2,/dɪˈbeɪt/,/dɪˈbeɪt/,"to discuss something, especially formally, before making a decision or finding a solution","debate (something), Politicians will be debating the bill later this week.",debate_uk.mp3,debate_us.mp3
1345,debris,noun,c1,/ˈdebriː/,/dəˈbriː/,"pieces of wood, metal, building materials, etc. that are left after something has been destroyed",Emergency teams are still clearing the debris from the plane crash.,debris_uk.mp3,debris_us.mp3
1346,debt,noun,b2,/det/,/det/,a sum of money that somebody owes,to pay/repay a debt,debt_uk.mp3,debt_us.mp3
1347,debut,noun,c1,/ˈdeɪbjuː/,/deɪˈbjuː/,the first public appearance of a performer or sports player,He will make his debut for the first team this week.,debut_uk.mp3,debut_us.mp3
1348,decade,noun,b1,/ˈdekeɪd/,/ˈdekeɪd/,"a period of ten years, especially a continuous period, such as 1910–1919 or 2000–2009",the early decades of the nineteenth century,decade_uk.mp3,decade_us.mp3
1349,December,noun,a1,/dɪˈsembə(r)/,/dɪˈsembər/,the 12th and last month of the year,She was born in December.,December_uk.mp3,December_us.mp3
1350,decent,adjective,b2,/ˈdiːsnt/,/ˈdiːsnt/,of a good enough standard or quality,a decent meal/place to live ,decent_uk.mp3,decent_us.mp3
1351,decide,verb,a1,/dɪˈsaɪd/,/dɪˈsaɪd/,to think carefully about the different possibilities that are available and choose one of them,It's up to you to decide.,decide_uk.mp3,decide_us.mp3
1352,decision,noun,a2,/dɪˈsɪʒn/,/dɪˈsɪʒn/,a choice or judgement that you make after thinking and talking about what is the best thing to do,I think I've made the right decision.,decision_uk.mp3,decision_us.mp3
1353,decision-making,noun,c1,/dɪˈsɪʒn meɪkɪŋ/,/dɪˈsɪʒn meɪkɪŋ/,"the process of deciding about something important, especially in a group of people or in an organization",responsibility for decision-making,decision-making_uk.mp3,decision-making_us.mp3
1354,decisive,adjective,c1,/dɪˈsaɪsɪv/,/dɪˈsaɪsɪv/,very important for the final result of a particular situation,a decisive factor/victory/battle,decisive_uk.mp3,decisive_us.mp3
1355,deck,noun,b2,/dek/,/dek/,the top outside floor of a ship or boat,"on deck, I was the only person on deck at that time of night.",deck_uk.mp3,deck_us.mp3
1356,declaration,noun,c1,/ˌdekləˈreɪʃn/,/ˌdekləˈreɪʃn/,"an official or formal statement, especially about the plans of a government or an organization; the act of making such a statement",to issue/sign a declaration,declaration_uk.mp3,declaration_us.mp3
1357,declare,verb,b2,/dɪˈkleə(r)/,/dɪˈkler/,to say something officially or publicly,"declare something, The government has declared a state of emergency.",declare_uk.mp3,declare_us.mp3
1358,decline,noun,b2,/dɪˈklaɪn/,/dɪˈklaɪn/,"a continuous decrease in the number, value, quality, etc. of something","decline in something, There has been a 5 per cent decline in student numbers.",decline_uk.mp3,decline_us.mp3
1359,decline,verb,b2,/dɪˈklaɪn/,/dɪˈklaɪn/,"to become smaller, fewer, weaker, etc.",Support for the party continues to decline.,decline_uk.mp3,decline_us.mp3
1360,decorate,verb,b1,/ˈdekəreɪt/,/ˈdekəreɪt/,to make something look more attractive by putting things on it,"decorate something with something, They decorated the room with flowers and balloons.",decorate_uk.mp3,decorate_us.mp3
1361,decoration,noun,b2,/ˌdekəˈreɪʃn/,/ˌdekəˈreɪʃn/,a thing that makes something look more attractive on special occasions,Christmas/festive decorations,decoration_uk.mp3,decoration_us.mp3
1362,decrease,noun,b2,/ˈdiːkriːs/,/ˈdiːkriːs/,the process of reducing something; the amount that something is reduced by,Sales for May show a decrease compared with the same month last year.,decrease_uk.mp3,decrease_us.mp3
1363,decrease,verb,b2,/dɪˈkriːs/,/dɪˈkriːs/,"to become smaller in size, number, etc.; to make something smaller in size, number, etc.",Donations have decreased significantly over the past few years.,decrease_uk.mp3,decrease_us.mp3
1364,dedicated,adjective,c1,/ˈdedɪkeɪtɪd/,/ˈdedɪkeɪtɪd/,working hard at something because it is very important to you,a dedicated teacher,dedicated_uk.mp3,dedicated_us.mp3
1365,dedication,noun,c1,/ˌdedɪˈkeɪʃn/,/ˌdedɪˈkeɪʃn/,the hard work and effort that somebody puts into an activity or a purpose because they think it is important,hard work and dedication,dedication_uk.mp3,dedication_us.mp3
1366,deed,noun,c1,/diːd/,/diːd/,a thing that somebody does that is usually very good or very bad,It's a stirring tale of heroic deeds.,deed_uk.mp3,deed_us.mp3
1367,deem,verb,c1,/diːm/,/diːm/,to have a particular opinion about somebody/something,"deem somebody/something + noun, The evening was deemed a great success.",deem_uk.mp3,deem_us.mp3
1368,deep,adjective,a2,/diːp/,/diːp/,having a large distance from the top or surface to the bottom,a deep hole/well/river,deep_uk.mp3,deep_us.mp3
1369,deep,adverb,b1,/diːp/,/diːp/,a long way below the surface of something or a long way inside or into something,Dig deeper!,deep_uk.mp3,deep_us.mp3
1370,deeply,adverb,b2,/ˈdiːpli/,/ˈdiːpli/,very; very much,She is deeply religious.,deeply_uk.mp3,deeply_us.mp3
1371,default,noun,c1,/dɪˈfɔːlt/,/dɪˈfɔːlt/,"what happens or appears if you do not make any other choice or change, especially in a computer program",The default is fifty lines.,default_uk.mp3,default_us.mp3
1372,defeat,noun,b2,/dɪˈfiːt/,/dɪˈfiːt/,failure to win or to be successful,The party faces defeat in the election.,defeat_uk.mp3,defeat_us.mp3
1373,defeat,verb,b2,/dɪˈfiːt/,/dɪˈfiːt/,"to win against somebody in a war, competition, sports game, etc.","defeat somebody/something, He defeated the champion in three sets.",defeat_uk.mp3,defeat_us.mp3
1374,defect,noun,c1,/ˈdiːfekt/,/ˈdiːfekt/,a fault in something or in the way it has been made that means that it is not perfect,a defect in the glass,defect_uk.mp3,defect_us.mp3
1375,defence,noun,b2,/dɪˈfens/,/dɪˈfens/,"the act of protecting somebody/something from attack, criticism, etc.","in defence of somebody/something, soldiers who died in defence of their country",defence_uk.mp3,defence_us.mp3
1376,defend,verb,b2,/dɪˈfend/,/dɪˈfend/,to protect somebody/something from attack,"defend somebody/something, The role of the military is to defend the country.",defend_uk.mp3,defend_us.mp3
1377,defender,noun,b2,/dɪˈfendə(r)/,/dɪˈfendər/,"a player who must stop the other team from scoring in games such as football (soccer), hockey, etc.",a passionate defender of human rights,defender_uk.mp3,defender_us.mp3
1378,defensive,adjective,c1,/dɪˈfensɪv/,/dɪˈfensɪv/,protecting somebody/something against attack,As a defensive measure he built a series of coastal forts and watchtowers.,defensive_uk.mp3,defensive_us.mp3
1379,deficiency,noun,c1,/dɪˈfɪʃnsi/,/dɪˈfɪʃnsi/,"the state of not having, or not having enough of, something that is essential","deficiency (in something), Vitamin deficiency in the diet can cause illness.",deficiency_uk.mp3,deficiency_us.mp3
1380,deficit,noun,c1,/ˈdefɪsɪt/,/ˈdefɪsɪt/,the amount by which money spent or owed is greater than money earned in a particular period of time,a budget/trade deficit,deficit_uk.mp3,deficit_us.mp3
1381,define,verb,b1,/dɪˈfaɪn/,/dɪˈfaɪn/,to say or explain what the meaning of a word or phrase is,"define something, The term ‘normal’ is difficult to define.",define_uk.mp3,define_us.mp3
1382,definite,adjective,b1,/ˈdefɪnət/,/ˈdefɪnət/,sure or certain; unlikely to change,Can you give me a definite answer by tomorrow?,definite_uk.mp3,definite_us.mp3
1383,definitely,adverb,a2,/ˈdefɪnətli/,/ˈdefɪnətli/,a way of emphasizing that something is true and that there is no doubt about it,I definitely remember sending the letter.,definitely_uk.mp3,definitely_us.mp3
1384,definition,noun,b1,/ˌdefɪˈnɪʃn/,/ˌdefɪˈnɪʃn/,"an explanation of the meaning of a word or phrase, especially in a dictionary","The dictionary provides clear, simple definitions.",definition_uk.mp3,definition_us.mp3
1385,defy,verb,c1,/dɪˈfaɪ/,/dɪˈfaɪ/,"to refuse to obey or show respect for somebody in authority, a law, a rule, etc.",I wouldn't have dared to defy my teachers.,defy_uk.mp3,defy_us.mp3
1386,degree,noun,a2,/dɪˈɡriː/,/dɪˈɡriː/,a unit for measuring temperature,"at… degrees, Water freezes at 32 degrees Fahrenheit (32°F) or zero/nought degrees Celsius (0°C).",degree_uk.mp3,degree_us.mp3
1387,delay,noun,b2,/dɪˈleɪ/,/dɪˈleɪ/,a period of time when somebody/something has to wait because of a problem that makes something slow or late,Commuters will face long delays on the roads today.,delay_uk.mp3,delay_us.mp3
1388,delay,verb,b2,/dɪˈleɪ/,/dɪˈleɪ/,to make somebody/something late or force them to do something more slowly,My flight was delayed. ,delay_uk.mp3,delay_us.mp3
1389,delegate,noun,c1,/ˈdelɪɡət/,/ˈdelɪɡət/,a person who is chosen or elected to represent the views of a group of people and vote and make decisions for them,Congress delegates rejected the proposals.,delegate_uk.mp3,delegate_us.mp3
1390,delegation,noun,c1,/ˌdelɪˈɡeɪʃn/,/ˌdelɪˈɡeɪʃn/,"a group of people who represent the views of an organization, a country, etc.",the Dutch delegation to the United Nations,delegation_uk.mp3,delegation_us.mp3
1391,delete,verb,b2,/dɪˈliːt/,/dɪˈliːt/,"to remove something that has been written or printed, or that has been stored on a computer",Your name has been deleted from the list.,delete_uk.mp3,delete_us.mp3
1392,deliberate,adjective,b2,/dɪˈlɪbərət/,/dɪˈlɪbərət/,done on purpose rather than by accident,a deliberate act of vandalism,deliberate_uk.mp3,deliberate_us.mp3
1393,deliberately,adverb,b2,/dɪˈlɪbərətli/,/dɪˈlɪbərətli/,"done in a way that was planned, not by chance",She's been deliberately ignoring him all day.,deliberately_uk.mp3,deliberately_us.mp3
1394,delicate,adjective,c1,/ˈdelɪkət/,/ˈdelɪkət/,easily damaged or broken,delicate china teacups,delicate_uk.mp3,delicate_us.mp3
1395,delicious,adjective,a1,/dɪˈlɪʃəs/,/dɪˈlɪʃəs/,having a very pleasant taste or smell,Who cooked this? It's absolutely delicious.,delicious_uk.mp3,delicious_us.mp3
1396,delight,noun,b2,/dɪˈlaɪt/,/dɪˈlaɪt/,a feeling of great pleasure,a feeling of sheer/pure delight,delight_uk.mp3,delight_us.mp3
1397,delight,verb,b2,/dɪˈlaɪt/,/dɪˈlaɪt/,to give somebody a lot of pleasure and joy,This news will delight his fans all over the world.,delight_uk.mp3,delight_us.mp3
1398,delighted,adjective,b2,/dɪˈlaɪtɪd/,/dɪˈlaɪtɪd/,very pleased,a delighted smile,delighted_uk.mp3,delighted_us.mp3
1399,deliver,verb,b1,/dɪˈlɪvə(r)/,/dɪˈlɪvər/,"to take goods, letters, etc. to the person or people they have been sent to","deliver something, I get my food delivered from the supermarket to save time.",deliver_uk.mp3,deliver_us.mp3
1400,delivery,noun,b2,/dɪˈlɪvəri/,/dɪˈlɪvəri/,"the act of taking goods, letters, etc. to the people they have been sent to",Allow 28 days for delivery.,delivery_uk.mp3,delivery_us.mp3
1401,demand,noun,b2,/dɪˈmɑːnd/,/dɪˈmænd/,a very strong request for something; something that somebody needs,"demand for something, a demand for higher pay",demand_uk.mp3,demand_us.mp3
1402,demand,verb,b2,/dɪˈmɑːnd/,/dɪˈmænd/,to make a very strong request for something,"demand something, They are demanding the release of all political prisoners.",demand_uk.mp3,demand_us.mp3
1403,democracy,noun,b2,/dɪˈmɒkrəsi/,/dɪˈmɑːkrəsi/,a system of government in which the people of a country can vote to elect their representatives,parliamentary democracy,democracy_uk.mp3,democracy_us.mp3
1404,democratic,adjective,b2,/ˌdeməˈkrætɪk/,/ˌdeməˈkrætɪk/,controlled by representatives who are elected by the people of a country; connected with this system,a democratic country,democratic_uk.mp3,democratic_us.mp3
1405,demon,noun,c1,/ˈdiːmən/,/ˈdiːmən/,an evil spirit,The people believed the girl was possessed by demons.,demon_uk.mp3,demon_us.mp3
1406,demonstrate,verb,b2,/ˈdemənstreɪt/,/ˈdemənstreɪt/,to show something clearly by giving proof or evidence,"demonstrate that…, New research convincingly demonstrates that age-related memory loss is not inevitable.",demonstrate_uk.mp3,demonstrate_us.mp3
1407,demonstration,noun,b2,/ˌdemənˈstreɪʃn/,/ˌdemənˈstreɪʃn/,a public meeting or a march (= an organized walk by many people) at which people show that they are protesting against or supporting somebody/something,to take part in/go on a demonstration,demonstration_uk.mp3,demonstration_us.mp3
1408,denial,noun,c1,/dɪˈnaɪəl/,/dɪˈnaɪəl/,a statement that something is not true or does not exist; the action of denying something,"denial (of something), the prisoner’s repeated denials of the charges against him",denial_uk.mp3,denial_us.mp3
1409,denounce,verb,c1,/dɪˈnaʊns/,/dɪˈnaʊns/,"to strongly criticize somebody/something that you think is wrong, illegal, etc.","denounce somebody/something, She publicly denounced the government's handling of the crisis.",denounce_uk.mp3,denounce_us.mp3
1410,dense,adjective,c1,/dens/,/dens/,"containing a lot of people, things, plants, etc. with little space between them",a dense crowd/forest,dense_uk.mp3,dense_us.mp3
1411,density,noun,c1,/ˈdensəti/,/ˈdensəti/,the quality of being dense; the degree to which something is dense,The population density in this city is very high.,density_uk.mp3,density_us.mp3
1412,dentist,noun,a2,/ˈdentɪst/,/ˈdentɪst/,a person whose job is to take care of people’s teeth,to see/visit/consult your dentist ,dentist_uk.mp3,dentist_us.mp3
1413,deny,verb,b2,/dɪˈnaɪ/,/dɪˈnaɪ/,to say that something is not true,"deny something, to deny an allegation/a charge/an accusation",deny_uk.mp3,deny_us.mp3
1414,depart,verb,b2,/dɪˈpɑːt/,/dɪˈpɑːrt/,"to leave a place, especially to start a trip","depart (for…) (from…), Flights for Rome depart from Terminal 3.",depart_uk.mp3,depart_us.mp3
1415,department,noun,a2,/dɪˈpɑːtmənt/,/dɪˈpɑːrtmənt/,"a section of a large organization such as a government, business, university, etc.","department of something, the Department of Health",department_uk.mp3,department_us.mp3
1416,departure,noun,b1,/dɪˈpɑːtʃə(r)/,/dɪˈpɑːrtʃər/,an act of leaving a place,His sudden departure threw the office into chaos.,departure_uk.mp3,departure_us.mp3
1417,depend,verb,a2,/dɪˈpend/,/dɪˈpend/,according to,"Starting salary varies from £26 000 to £30 500, depending on experience.",depend_uk.mp3,depend_us.mp3
1418,dependence,noun,c1,/dɪˈpendəns/,/dɪˈpendəns/,the state of needing the help and support of somebody/something in order to survive or be successful,Our relationship was based on mutual dependence.,dependence_uk.mp3,dependence_us.mp3
