,word,type,cefr,phon_br,phon_n_am,definition,example,uk,us
527,channel,noun,b1,/ˈtʃænl/,/ˈtʃænl/,a television station,a television/TV channel,channel_uk.mp3,channel_us.mp3
528,chapter,noun,b1,/ˈtʃæptə(r)/,/ˈtʃæptər/,"a separate section of a book, usually with a number or title",to read/write a chapter,chapter_uk.mp3,chapter_us.mp3
529,character,noun,a2,/ˈkærəktə(r)/,/ˈkærəktər/,"a person or an animal in a book, play or film",the main character in the film,character_uk.mp3,character_us.mp3
530,characteristic,adjective,b2,/ˌkærəktəˈrɪstɪk/,/ˌkærəktəˈrɪstɪk/,very typical of something or of somebody’s character,"characteristic of something/somebody, Community support of families is characteristic of many societies.",characteristic_uk.mp3,characteristic_us.mp3
531,characteristic,noun,b2,/ˌkærəktəˈrɪstɪk/,/ˌkærəktəˈrɪstɪk/,a typical feature or quality that something/somebody has,There were few similarities in the brothers' physical characteristics.,characteristic_uk.mp3,characteristic_us.mp3
532,charge,noun,b1,/tʃɑːdʒ/,/tʃɑːrdʒ/,the amount of money that somebody asks for goods and services,admission charges,charge_uk.mp3,charge_us.mp3
533,charge,verb,b1,/tʃɑːdʒ/,/tʃɑːrdʒ/,to ask an amount of money for goods or a service,The fees charged by some companies are excessive.,charge_uk.mp3,charge_us.mp3
534,charity,noun,a2,/ˈtʃærəti/,/ˈtʃærəti/,an organization for helping people in need,a registered charity,charity_uk.mp3,charity_us.mp3
535,chart,noun,a1,/tʃɑːt/,/tʃɑːrt/,"a diagram, lists of figures, etc. that shows information", Some shares have lost two-thirds of their value since being issued (see chart).,chart_uk.mp3,chart_us.mp3
536,chart,verb,b2,/tʃɑːt/,/tʃɑːrt/,to record or follow the progress or development of somebody/something,The exhibition charts the history of the palace.,chart_uk.mp3,chart_us.mp3
537,chat,noun,a2,/tʃæt/,/tʃæt/,a friendly informal conversation,I just called in for a chat.,chat_uk.mp3,chat_us.mp3
538,chat,verb,a2,/tʃæt/,/tʃæt/,"to talk in a friendly, informal way to somebody",I'm sorry I can't stop to chat.,chat_uk.mp3,chat_us.mp3
539,cheap,adjective,a1,/tʃiːp/,/tʃiːp/,costing little money or less money than you expected,cheap imports/flights,cheap_uk.mp3,cheap_us.mp3
540,cheap,adverb,b1,/tʃiːp/,/tʃiːp/,for a low price,I got this dress cheap in a sale.,cheap_uk.mp3,cheap_us.mp3
541,cheat,noun,b1,/tʃiːt/,/tʃiːt/,"a person who cheats, especially in a game",You little cheat!,cheat_uk.mp3,cheat_us.mp3
542,cheat,verb,b1,/tʃiːt/,/tʃiːt/,to trick somebody or make them believe something that is not true,"cheat somebody/something, She is accused of attempting to cheat the taxman.",cheat_uk.mp3,cheat_us.mp3
543,check,noun,a2,/tʃek/,/tʃek/,"an act of making sure that something is safe, correct or in good condition by examining it",Could you give the tyres a check?,check_uk.mp3,check_us.mp3
544,check,verb,a1,/tʃek/,/tʃek/,"to examine something to see if it is correct, safe or acceptable","check something, She gave me the minutes of the meeting to read and check.",check_uk.mp3,check_us.mp3
545,cheerful,adjective,b1,/ˈtʃɪəfl/,/ˈtʃɪrfl/,"happy, and showing it by the way that you behave",You're not your usual cheerful self today.,cheerful_uk.mp3,cheerful_us.mp3
546,cheese,noun,a1,/tʃiːz/,/tʃiːz/,a type of food made from milk that can be either soft or hard and is usually white or yellow in colour; a particular type of this food,Cheddar cheese,cheese_uk.mp3,cheese_us.mp3
547,chef,noun,a2,/ʃef/,/ʃef/,"a person whose job is to cook, especially the most senior person in a restaurant, hotel, etc.",a new book by celebrity chef Jamie Oliver,chef_uk.mp3,chef_us.mp3
548,chemical,adjective,b1,/ˈkemɪkl/,/ˈkemɪkl/,connected with chemistry,changes in the chemical composition of the atmosphere,chemical_uk.mp3,chemical_us.mp3
549,chemical,noun,b1,/ˈkemɪkl/,/ˈkemɪkl/,a substance obtained by or used in a chemical process,toxic chemicals,chemical_uk.mp3,chemical_us.mp3
550,chemistry,noun,a2,/ˈkemɪstri/,/ˈkemɪstri/,"the scientific study of the structure of substances, how they react when combined or in contact with one another, and how they behave under different conditions",a degree in chemistry,chemistry_uk.mp3,chemistry_us.mp3
551,chest,noun,b1,/tʃest/,/tʃest/,"the top part of the front of the body, between the neck and the stomach",chest pains,chest_uk.mp3,chest_us.mp3
552,chicken,noun,a1,/ˈtʃɪkɪn/,/ˈtʃɪkɪn/,a large bird that is often kept for its eggs or meat,They keep chickens in the back yard.,chicken_uk.mp3,chicken_us.mp3
553,chief,adjective,b2,/tʃiːf/,/tʃiːf/,most important,the chief cause/problem/reason,chief_uk.mp3,chief_us.mp3
554,chief,noun,b2,/tʃiːf/,/tʃiːf/,a person with a high rank or the highest rank in a company or an organization,army/police chiefs,chief_uk.mp3,chief_us.mp3
555,child,noun,a1,/tʃaɪld/,/tʃaɪld/,a young human who is not yet an adult,a child of 3/a 3-year-old child,child_uk.mp3,child_us.mp3
556,childhood,noun,b1,/ˈtʃaɪldhʊd/,/ˈtʃaɪldhʊd/,the period of somebody’s life when they are a child,"childhood, adolescence, and adulthood",childhood_uk.mp3,childhood_us.mp3
557,chip,noun,a2,/tʃɪp/,/tʃɪp/,a long thin piece of potato fried in oil or fat,He was eating a burger and chips.,chip_uk.mp3,chip_us.mp3
558,chocolate,noun,a1,/ˈtʃɒklət/,/ˈtʃɔːklət/,"a hard brown sweet food made from cocoa beans, used in cooking to add taste to cakes, etc. or eaten as a sweet",a chocolate bar,chocolate_uk.mp3,chocolate_us.mp3
559,choice,noun,a2,/tʃɔɪs/,/tʃɔɪs/,an act of choosing between two or more possibilities; something that you can choose,We are faced with a difficult choice.,choice_uk.mp3,choice_us.mp3
560,choose,verb,a1,/tʃuːz/,/tʃuːz/,to decide which thing or person you want out of the ones that are available,You choose—I can't decide.,choose_uk.mp3,choose_us.mp3
561,church,noun,a2,/tʃɜːtʃ/,/tʃɜːrtʃ/,"a building where Christians go to attend services, pray, etc.",The procession moved into the church.,church_uk.mp3,church_us.mp3
562,cigarette,noun,a2,/ˌsɪɡəˈret/,/ˈsɪɡəret/,"a thin tube of paper filled with tobacco, for smoking",to smoke/have a cigarette,cigarette_uk.mp3,cigarette_us.mp3
563,cinema,noun,a1,/ˈsɪnəmə/,/ˈsɪnəmə/,a building in which films are shown,the local cinema,cinema_uk.mp3,cinema_us.mp3
564,circle,noun,a2,/ˈsɜːkl/,/ˈsɜːrkl/,a completely round flat shape,the centre/circumference/radius/diameter of a circle,circle_uk.mp3,circle_us.mp3
565,circle,verb,a2,/ˈsɜːkl/,/ˈsɜːrkl/,to draw a circle around something,"circle something, Luke circled a date on the kitchen calendar.",circle_uk.mp3,circle_us.mp3
566,circumstance,noun,b2,/ˈsɜːkəmstəns/,/ˈsɜːrkəmstæns/,"the conditions and facts that are connected with and affect a situation, an event or an action",Police said there were no suspicious circumstances surrounding the boy's death.,circumstance_uk.mp3,circumstance_us.mp3
567,cite,verb,b2,/saɪt/,/saɪt/,"to mention something as a reason or an example, or in order to support what you are saying","cite something, She cited examples of companies the city has helped relocate or expand.",cite_uk.mp3,cite_us.mp3
568,citizen,noun,b2,/ˈsɪtɪzn/,/ˈsɪtɪzn/,a person who has the legal right to belong to a particular country,The defeat of the president did not change the lives of ordinary citizens for the better.,citizen_uk.mp3,citizen_us.mp3
569,city,noun,a1,/ˈsɪti/,/ˈsɪti/,a large and important town,Parking is difficult in the city centre.,city_uk.mp3,city_us.mp3
570,civil,adjective,b2,/ˈsɪvl/,/ˈsɪvl/,connected with the people who live in a country,civil unrest (= that is caused by groups of people within a country),civil_uk.mp3,civil_us.mp3
571,claim,noun,b1,/kleɪm/,/kleɪm/,a statement that something is true although it has not been proved and other people may not agree with or believe it,"claim about somebody/something, The company had made false claims about its products.",claim_uk.mp3,claim_us.mp3
572,claim,verb,b1,/kleɪm/,/kleɪm/,to say that something is true although it has not been proved and other people may not believe it,"claim (that)…, He claims (that) he was not given a fair hearing.",claim_uk.mp3,claim_us.mp3
573,class,noun,a1,/klɑːs/,/klæs/,a group of students who are taught together,"in the/your class, We were in the same class at school.",class_uk.mp3,class_us.mp3
574,classic,adjective,b2,/ˈklæsɪk/,/ˈklæsɪk/,accepted or deserving to be accepted as one of the best or most important of its kind,a classic film/story/car/game ,classic_uk.mp3,classic_us.mp3
575,classic,noun,b2,/ˈklæsɪk/,/ˈklæsɪk/,"a book, film or song which is well known and considered to be of very high quality, setting standards for other books, etc.",The film is now a cult classic.,classic_uk.mp3,classic_us.mp3
576,classical,adjective,a2,/ˈklæsɪkl/,/ˈklæsɪkl/,relating to classical music,a classical composer/musician/pianist,classical_uk.mp3,classical_us.mp3
577,classroom,noun,a1,/ˈklɑːsruːm/,/ˈklæsruːm/,a room where a class of children or students is taught,classroom activities,classroom_uk.mp3,classroom_us.mp3
578,clause,noun,b1,/klɔːz/,/klɔːz/,"a group of words that includes a subject and a verb, and forms a sentence or part of a sentence","in a clause, There are languages that require the subject to come before the object in a clause.",clause_uk.mp3,clause_us.mp3
579,clean,adjective,a1,/kliːn/,/kliːn/,not dirty,Are your hands clean?,clean_uk.mp3,clean_us.mp3
580,clean,verb,a1,/kliːn/,/kliːn/,to remove the dirt or dust from something,I spent all day cooking and cleaning.,clean_uk.mp3,clean_us.mp3
581,clear,adjective,a2,/klɪə(r)/,/klɪr/,easy to understand and not confusing,She gave me clear and precise directions.,clear_uk.mp3,clear_us.mp3
582,clear,verb,b1,/klɪə(r)/,/klɪr/,to remove things that are not wanted or needed from something,"clear something, The settlers cleared the land and planted crops.",clear_uk.mp3,clear_us.mp3
583,clearly,adverb,a2,/ˈklɪəli/,/ˈklɪrli/,in a way that is easy to see or hear,Please speak clearly after the tone.,clearly_uk.mp3,clearly_us.mp3
584,clever,adjective,a2,/ˈklevə(r)/,/ˈklevər/,quick at learning and understanding things,a clever child,clever_uk.mp3,clever_us.mp3
585,click,noun,b1,/klɪk/,/klɪk/,the act of pressing the button on a computer mouse or touchpad,a mouse click,click_uk.mp3,click_us.mp3
586,click,verb,b1,/klɪk/,/klɪk/,"to choose a particular function or item on a computer screen, etc., by pressing one of the buttons on a mouse or touchpad",Click here to add your opinion to the survey.,click_uk.mp3,click_us.mp3
587,client,noun,b1,/ˈklaɪənt/,/ˈklaɪənt/,a person who uses the services or advice of a professional person or organization,She's a well-known lawyer with many famous clients.,client_uk.mp3,client_us.mp3
588,climate,noun,a2,/ˈklaɪmət/,/ˈklaɪmət/,the regular pattern of weather conditions of a particular place,a tropical/warm/mild/temperate/cold climate,climate_uk.mp3,climate_us.mp3
589,climb,noun,b1,/klaɪm/,/klaɪm/,"an act of climbing up a mountain, rock or large number of steps; a period of time spent climbing",an exhausting climb,climb_uk.mp3,climb_us.mp3
590,climb,verb,a1,/klaɪm/,/klaɪm/,to go up something towards the top,"climb (up) something, to climb a mountain/tree",climb_uk.mp3,climb_us.mp3
591,clock,noun,a1,/klɒk/,/klɑːk/,"an instrument for measuring and showing time, in a room, on the wall of a building or on a computer screen (not worn or carried like a watch)",The clock struck twelve/midnight.,clock_uk.mp3,clock_us.mp3
592,close,adjective,a2,/kləʊs/,/kləʊs/,near in space or time,I had no idea the beach was so close.,close_uk.mp3,close_us.mp3
593,close,adverb,b1,/kləʊs/,/kləʊs/,near; not far away,"+ adv./prep., They sat close together.",close_uk.mp3,close_us.mp3
594,close,noun,b2,/kləʊz/,/kləʊz/,the end of a period of time or an activity,at the close of the seventeenth century,close_uk.mp3,close_us.mp3
595,close,verb,a1,/kləʊz/,/kləʊz/,to put something into a position so that it covers an opening; to get into this position,He closed the door firmly.,close_uk.mp3,close_us.mp3
596,closed,adjective,a2,/kləʊzd/,/kləʊzd/,shut,Keep the door closed.,closed_uk.mp3,closed_us.mp3
597,closely,adverb,b2,/ˈkləʊsli/,/ˈkləʊsli/,near in space or time,"He walked into the room, closely followed by the rest of the family.",closely_uk.mp3,closely_us.mp3
598,cloth,noun,b1,/klɒθ/,/klɔːθ/,"material made by weaving or knitting cotton, wool, silk, etc.",woollen/cotton/linen cloth,cloth_uk.mp3,cloth_us.mp3
599,clothes,noun,a1,/kləʊðz/,/kləʊðz/,"the things that you wear, such as trousers, dresses and jackets",I bought some new clothes for the trip.,clothes_uk.mp3,clothes_us.mp3
600,clothing,noun,a2,/ˈkləʊðɪŋ/,/ˈkləʊðɪŋ/,"clothes, especially a particular type of clothes",Workers at the factory wear protective clothing.,clothing_uk.mp3,clothing_us.mp3
601,cloud,noun,a2,/klaʊd/,/klaʊd/,"a grey or white mass that floats in the sky, made of very small drops of water ",Dark clouds were gathering in the west.,cloud_uk.mp3,cloud_us.mp3
602,club,noun,a1,/klʌb/,/klʌb/,an organization for people who share an interest or do a sport or activity together,a golf/tennis/chess/film club ,club_uk.mp3,club_us.mp3
603,clue,noun,b1,/kluː/,/kluː/,"an object, a piece of evidence or some information that helps the police solve a crime",The burglar left no clues.,clue_uk.mp3,clue_us.mp3
604,coach,noun,a2,/kəʊtʃ/,/kəʊtʃ/,a person who trains a person or team in sport,the head/assistant coach,coach_uk.mp3,coach_us.mp3
605,coach,verb,b1,/kəʊtʃ/,/kəʊtʃ/,"to train somebody to play a sport, to do a job better, or to improve a skill","coach somebody, He has coached the team for five years.",coach_uk.mp3,coach_us.mp3
606,coal,noun,b1,/kəʊl/,/kəʊl/,a hard black mineral that is found below the ground and burnt to produce heat,I put more coal on the fire.,coal_uk.mp3,coal_us.mp3
607,coast,noun,a2,/kəʊst/,/kəʊst/,the land next to or near to the sea or ocean,a trip to the coast,coast_uk.mp3,coast_us.mp3
608,coat,noun,a1,/kəʊt/,/kəʊt/,a piece of outdoor clothing that is worn over other clothes to keep warm or dry. Coats have sleeves (= parts covering the arms) and may be long or short.,to wear a coat,coat_uk.mp3,coat_us.mp3
609,code,noun,a2,/kəʊd/,/kəʊd/,"a system of words, letters, numbers or symbols that represent a message or record information secretly or in a shorter form",to break/crack a code (= to understand and read the message),code_uk.mp3,code_us.mp3
610,coffee,noun,a1,/ˈkɒfi/,/ˈkɔːfi/,the roasted seeds (called coffee beans) of a tropical bush; a powder made from them,ground/real/instant coffee,coffee_uk.mp3,coffee_us.mp3
611,coin,noun,b1,/kɔɪn/,/kɔɪn/,a small flat piece of metal used as money,gold coins,coin_uk.mp3,coin_us.mp3
612,cold,adjective,a1,/kəʊld/,/kəʊld/,having a lower than usual temperature; having a temperature lower than the human body,I'm cold. Turn the heating up.,cold_uk.mp3,cold_us.mp3
613,cold,noun,a1,/kəʊld/,/kəʊld/,"a common illness that affects the nose and/or throat, making you cough, sneeze, etc.",I've got a cold.,cold_uk.mp3,cold_us.mp3
614,collapse,noun,b2,/kəˈlæps/,/kəˈlæps/,"a sudden failure of something, such as an institution, a business or a course of action",the collapse of the Soviet Union,collapse_uk.mp3,collapse_us.mp3
615,collapse,verb,b2,/kəˈlæps/,/kəˈlæps/,"to fall down or fall in suddenly, often after breaking apart",The roof collapsed under the weight of snow.,collapse_uk.mp3,collapse_us.mp3
616,colleague,noun,a2,/ˈkɒliːɡ/,/ˈkɑːliːɡ/,"a person that you work with, especially in a profession or a business",work/senior/male colleagues,colleague_uk.mp3,colleague_us.mp3
617,collect,verb,a2,/kəˈlekt/,/kəˈlekt/,to bring things together from different people or places,"collect something, to collect data/evidence/information",collect_uk.mp3,collect_us.mp3
618,collection,noun,b1,/kəˈlekʃn/,/kəˈlekʃn/,"a group of objects, often of the same sort, that have been collected",He wanted to share his vast art collection with the world.,collection_uk.mp3,collection_us.mp3
619,college,noun,a1,/ˈkɒlɪdʒ/,/ˈkɑːlɪdʒ/,(in the UK) a place where students go to study or to receive training after they have left school,a secretarial college,college_uk.mp3,college_us.mp3
620,colour,noun,a1,/ˈkʌlə(r)/,/ˈkʌlər/,"the appearance that things have that results from the way in which they reflect light. Red, orange and green are colours.",What's your favourite colour?,colour_uk.mp3,colour_us.mp3
621,coloured,adjective,b1,/ˈkʌləd/,/ˈkʌlərd/,having a particular colour or different colours,brightly coloured balloons,coloured_uk.mp3,coloured_us.mp3
622,column,noun,a2,/ˈkɒləm/,/ˈkɑːləm/,one of the straight sections from top to bottom into which text on a page or screen is divided,a dictionary with two columns per page,column_uk.mp3,column_us.mp3
623,combination,noun,b2,/ˌkɒmbɪˈneɪʃn/,/ˌkɑːmbɪˈneɪʃn/,two or more things joined or mixed together to form a single unit,"combination of something, The tragedy was due to a combination of factors.",combination_uk.mp3,combination_us.mp3
624,combine,verb,b1,/kəmˈbaɪn/,/kəmˈbaɪn/,to come together to form a single thing or group; to join two or more things or groups together to form a single one,"combine to do something, Hydrogen and oxygen combine to form water.",combine_uk.mp3,combine_us.mp3
625,come,verb,a1,/kʌm/,/kʌm/,to move to or towards a person or place,"+ adv./prep., He left and said he was never coming back.",come_uk.mp3,come_us.mp3
626,comedy,noun,a2,/ˈkɒmədi/,/ˈkɑːmədi/,"a play, film or TV show that is intended to be funny, usually with a happy ending; plays, films and TV shows of this type",a romantic comedy,comedy_uk.mp3,comedy_us.mp3
627,comfort,noun,b2,/ˈkʌmfət/,/ˈkʌmfərt/,"the state of being physically relaxed and free from pain; the state of having a pleasant life, with everything that you need",The hotel offers a high standard of comfort and service.,comfort_uk.mp3,comfort_us.mp3
628,comfort,verb,b2,/ˈkʌmfət/,/ˈkʌmfərt/,to make somebody who is worried or unhappy feel better by being kind and showing sympathy to them,"comfort somebody, The victim's widow was today being comforted by family and friends.",comfort_uk.mp3,comfort_us.mp3
629,comfortable,adjective,a2,/ˈkʌmftəbl/,/ˈkʌmftəbl/,"making you feel physically relaxed; pleasant to wear, sit on, etc.",It's such a comfortable bed.,comfortable_uk.mp3,comfortable_us.mp3
630,command,noun,b2,/kəˈmɑːnd/,/kəˈmænd/,an order given to a person or an animal,Begin when I give the command.,command_uk.mp3,command_us.mp3
631,command,verb,b2,/kəˈmɑːnd/,/kəˈmænd/,to tell somebody to do something,"command somebody to do something, He commanded his men to retreat.",command_uk.mp3,command_us.mp3
632,comment,noun,a2,/ˈkɒment/,/ˈkɑːment/,something that you say or write that gives an opinion on or explains somebody/something,"comment on something, She made helpful comments on my work.",comment_uk.mp3,comment_us.mp3
633,comment,verb,b1,/ˈkɒment/,/ˈkɑːment/,to express an opinion about something,He refused to comment until after the trial.,comment_uk.mp3,comment_us.mp3
634,commercial,adjective,b1,/kəˈmɜːʃl/,/kəˈmɜːrʃl/,connected with the buying and selling of goods and services,residential and commercial properties,commercial_uk.mp3,commercial_us.mp3
635,commercial,noun,b1,/kəˈmɜːʃl/,/kəˈmɜːrʃl/,"an advertisement on television, on the radio or on a website",a TV/television commercial,commercial_uk.mp3,commercial_us.mp3
636,commission,noun,b2,/kəˈmɪʃn/,/kəˈmɪʃn/,"an official group of people who have been given responsibility to control something, or to find out about something, usually for the government",The commission is expected to report its findings next month.,commission_uk.mp3,commission_us.mp3
637,commission,verb,b2,/kəˈmɪʃn/,/kəˈmɪʃn/,"to officially ask somebody to write, make or create something or to do a task for you","commission somebody to do something, She has been commissioned to write a new national anthem.",commission_uk.mp3,commission_us.mp3
638,commit,verb,b1,/kəˈmɪt/,/kəˈmɪt/,to do something wrong or illegal,to commit a crime/an offence,commit_uk.mp3,commit_us.mp3
639,commitment,noun,b2,/kəˈmɪtmənt/,/kəˈmɪtmənt/,a promise to do something or to behave in a particular way; a promise to support somebody/something; the fact of committing yourself,I'm not ready to make a long-term commitment.,commitment_uk.mp3,commitment_us.mp3
640,committee,noun,b2,/kəˈmɪti/,/kəˈmɪti/,"a group of people who are chosen, usually by a larger group, to make decisions or to deal with a particular subject",an executive/advisory/organizing committee,committee_uk.mp3,committee_us.mp3
641,common,adjective,a1,/ˈkɒmən/,/ˈkɑːmən/,happening often; existing in large numbers or in many places,a common problem/occurrence/practice,common_uk.mp3,common_us.mp3
642,commonly,adverb,b2,/ˈkɒmənli/,/ˈkɑːmənli/,usually; very often; by most people,Christopher is commonly known as Kit.,commonly_uk.mp3,commonly_us.mp3
643,communicate,verb,a2,/kəˈmjuːnɪkeɪt/,/kəˈmjuːnɪkeɪt/,"to share or exchange information, news, ideas, feelings, etc.",We only communicate by email.,communicate_uk.mp3,communicate_us.mp3
644,communication,noun,b1,/kəˌmjuːnɪˈkeɪʃn/,/kəˌmjuːnɪˈkeɪʃn/,the activity or process of expressing ideas and feelings or of giving people information,"communication between A and B, Good communication between team leaders and members is essential.",communication_uk.mp3,communication_us.mp3
645,community,noun,a2,/kəˈmjuːnəti/,/kəˈmjuːnəti/,"all the people who live in a particular area, country, etc. when talked about as a group",The local community supported us from the start.,community_uk.mp3,community_us.mp3
646,company,noun,a1,/ˈkʌmpəni/,/ˈkʌmpəni/,a business organization that makes money by producing or selling goods or services,insurance/oil/tech/technology/pharmaceutical companies,company_uk.mp3,company_us.mp3
647,compare,verb,a1,/kəmˈpeə(r)/,/kəmˈper/,to examine people or things to see how they are similar and how they are different,"compare A and B, It is interesting to compare their situation and ours.",compare_uk.mp3,compare_us.mp3
648,comparison,noun,b1,/kəmˈpærɪsn/,/kəmˈpærɪsn/,the process of comparing two or more people or things,"For Durkheim, comparison was the most important method of analysis in sociology.",comparison_uk.mp3,comparison_us.mp3
649,compete,verb,a2,/kəmˈpiːt/,/kəmˈpiːt/,to take part in a contest or game,"The games were an outstanding success, with almost 2 400 athletes competing.",compete_uk.mp3,compete_us.mp3
650,competition,noun,a2,/ˌkɒmpəˈtɪʃn/,/ˌkɑːmpəˈtɪʃn/,an event in which people compete with each other to find out who is the best at something,a design/an art/a talent competition,competition_uk.mp3,competition_us.mp3
651,competitive,adjective,b1,/kəmˈpetətɪv/,/kəmˈpetətɪv/,used to describe a situation in which people or organizations compete against each other,competitive games/sports,competitive_uk.mp3,competitive_us.mp3
652,competitor,noun,b1,/kəmˈpetɪtə(r)/,/kəmˈpetɪtər/,a person who takes part in a competition,Over 200 competitors entered the race.,competitor_uk.mp3,competitor_us.mp3
653,complain,verb,a2,/kəmˈpleɪn/,/kəmˈpleɪn/,"to say that you are annoyed, unhappy or not satisfied about somebody/something","She never complains, but she's obviously exhausted.",complain_uk.mp3,complain_us.mp3
654,complaint,noun,b1,/kəmˈpleɪnt/,/kəmˈpleɪnt/,a reason for not being satisfied; a statement that somebody makes saying that they are not satisfied,a formal complaint,complaint_uk.mp3,complaint_us.mp3
655,complete,adjective,a1,/kəmˈpliːt/,/kəmˈpliːt/,"including all the parts, etc. that are necessary; whole",a complete list/sequence/picture/profile,complete_uk.mp3,complete_us.mp3
656,complete,verb,a1,/kəmˈpliːt/,/kəmˈpliːt/,to finish making or doing something,to complete a course/project,complete_uk.mp3,complete_us.mp3
657,completely,adverb,a2,/kəmˈpliːtli/,/kəmˈpliːtli/,in every way possible; in every part,It was completely different from how I had imagined it.,completely_uk.mp3,completely_us.mp3
658,complex,adjective,b1,/ˈkɒmpleks/,/kəmˈpleks/,made of many different things or parts that are connected; difficult to understand,a complex problem/issue/process/system,complex_uk.mp3,complex_us.mp3
659,complex,noun,b2,/ˈkɒmpleks/,/ˈkɑːmpleks/,a group of buildings of a similar type together in one place,a sports/leisure/shopping complex,complex_uk.mp3,complex_us.mp3
660,complicated,adjective,b2,/ˈkɒmplɪkeɪtɪd/,/ˈkɑːmplɪkeɪtɪd/,made of many different things or parts that are connected; difficult to understand,a complicated issue/process/system,complicated_uk.mp3,complicated_us.mp3
661,component,noun,b2,/kəmˈpəʊnənt/,/kəmˈpəʊnənt/,one of several parts of which something is made,the different organizations involved in the design of the various components ,component_uk.mp3,component_us.mp3
662,computer,noun,a1,/kəmˈpjuːtə(r)/,/kəmˈpjuːtər/,"an electronic machine that can store, organize and find information, do processes with numbers and other data, and control other machines",a home computer,computer_uk.mp3,computer_us.mp3
663,concentrate,verb,b1,/ˈkɒnsntreɪt/,/ˈkɑːnsntreɪt/,to give all your attention to something and not think about anything else,I can't concentrate with all that noise going on.,concentrate_uk.mp3,concentrate_us.mp3
664,concentration,noun,b2,/ˌkɒnsnˈtreɪʃn/,/ˌkɑːnsnˈtreɪʃn/,"the ability to direct all your effort and attention on one thing, without thinking of other things",This book requires a great deal of concentration.,concentration_uk.mp3,concentration_us.mp3
665,concept,noun,b2,/ˈkɒnsept/,/ˈkɑːnsept/,an idea or a principle that is connected with something abstract,"concept of something, the concept of social class",concept_uk.mp3,concept_us.mp3
666,concern,noun,b2,/kənˈsɜːn/,/kənˈsɜːrn/,"a feeling of worry, especially one that is shared by many people","concern about something/somebody, Villagers expressed concern about the level of traffic.",concern_uk.mp3,concern_us.mp3
667,concern,verb,b2,/kənˈsɜːn/,/kənˈsɜːrn/,to affect somebody/something; to involve somebody/something,Don't interfere in what doesn't concern you.,concern_uk.mp3,concern_us.mp3
668,concerned,adjective,b2,/kənˈsɜːnd/,/kənˈsɜːrnd/,worried and feeling concern about something/somebody,Concerned citizens can have a huge impact.,concerned_uk.mp3,concerned_us.mp3
669,concert,noun,a1,/ˈkɒnsət/,/ˈkɑːnsərt/,a public performance of music,to attend/go to a concert,concert_uk.mp3,concert_us.mp3
670,conclude,verb,b1,/kənˈkluːd/,/kənˈkluːd/,to decide or believe something as a result of what you have heard or seen,"conclude something, It is too early for us to conclude anything.",conclude_uk.mp3,conclude_us.mp3
671,conclusion,noun,b1,/kənˈkluːʒn/,/kənˈkluːʒn/,something that you decide when you have thought about all the information connected with the situation,We can safely draw some conclusions from our discussion.,conclusion_uk.mp3,conclusion_us.mp3
672,condition,noun,a2,/kənˈdɪʃn/,/kənˈdɪʃn/,the state that something is in,"in… condition, to be in pristine/excellent/perfect condition ",condition_uk.mp3,condition_us.mp3
673,conduct,noun,b2,/ˈkɒndʌkt/,/ˈkɑːndʌkt/,a person’s behaviour in a particular place or in a particular situation,The sport has a strict code of conduct.,conduct_uk.mp3,conduct_us.mp3
674,conduct,verb,b2,/kənˈdʌkt/,/kənˈdʌkt/,to organize and/or do a particular activity,to conduct an experiment/inquiry/investigation/interview,conduct_uk.mp3,conduct_us.mp3
675,conference,noun,a2,/ˈkɒnfərəns/,/ˈkɑːnfərəns/,"a large official meeting, usually lasting for a few days, at which people with the same work or interests come together to discuss their views","The hotel is used for exhibitions, conferences and social events.",conference_uk.mp3,conference_us.mp3
676,confidence,noun,b2,/ˈkɒnfɪdəns/,/ˈkɑːnfɪdəns/,"the feeling that you can trust, believe in and be sure about the abilities or good qualities of somebody/something",The president's actions hardly inspire confidence.,confidence_uk.mp3,confidence_us.mp3
677,confident,adjective,b1,/ˈkɒnfɪdənt/,/ˈkɑːnfɪdənt/,feeling sure about your own ability to do things and be successful,"She was in a relaxed, confident mood.",confident_uk.mp3,confident_us.mp3
678,confirm,verb,b1,/kənˈfɜːm/,/kənˈfɜːrm/,"to state or show that something is definitely true or correct, especially by providing evidence","confirm something, His guilty expression confirmed my suspicions.",confirm_uk.mp3,confirm_us.mp3
679,conflict,noun,b2,/ˈkɒnflɪkt/,/ˈkɑːnflɪkt/,"a situation in which people, groups or countries disagree strongly or are involved in a serious argument",The violence was the result of political conflicts.,conflict_uk.mp3,conflict_us.mp3
680,conflict,verb,b2,/kənˈflɪkt/,/kənˈflɪkt/,"if two ideas, beliefs, stories, etc. conflict, it is not possible for them to exist together or for them both to be true",Reports conflicted on how much of the aid was reaching the famine victims.,conflict_uk.mp3,conflict_us.mp3
681,confuse,verb,b1,/kənˈfjuːz/,/kənˈfjuːz/,to make somebody unable to think clearly or understand something,"confuse somebody, These two sets of statistics are guaranteed to confuse the public.",confuse_uk.mp3,confuse_us.mp3
682,confused,adjective,b1,/kənˈfjuːzd/,/kənˈfjuːzd/,unable to think clearly or to understand what is happening or what somebody is saying,I'm confused—say all that again.,confused_uk.mp3,confused_us.mp3
